#"geneId","sample","tissue","score"
"ENSG00000141736.13","GTEX-13O3O-2326-SM-5IJD6","skinNotExposed","55.06"
"ENSG00000141736.13","GTEX-13NZ9-2626-SM-5L3FK","skinNotExposed","109.1"
"ENSG00000141736.13","GTEX-13NZ8-1226-SM-5KM4A","skinNotExposed","108.3"
"ENSG00000141736.13","GTEX-13NYS-0626-SM-5L3F1","skinNotExposed","178.3"
"ENSG00000141736.13","GTEX-13NYC-0126-SM-5L3F4","skinNotExposed","88.83"
"ENSG00000141736.13","GTEX-13NYB-0126-SM-5J1MD","skinNotExposed","135.5"
"ENSG00000141736.13","GTEX-13N2G-0226-SM-5K7VF","skinNotExposed","103.7"
"ENSG00000141736.13","GTEX-13N1W-2426-SM-5IJD1","skinNotExposed","66.58"
"ENSG00000141736.13","GTEX-13N11-2326-SM-5IJBF","skinNotExposed","90.31"
"ENSG00000141736.13","GTEX-13JVG-0726-SM-5KM16","skinNotExposed","115.3"
"ENSG00000141736.13","GTEX-13JUV-2026-SM-5K7UA","skinNotExposed","148.6"
"ENSG00000141736.13","GTEX-13IVO-0726-SM-5LZYV","skinNotExposed","158.2"
"ENSG00000141736.13","GTEX-13G51-1826-SM-5KLZH","skinNotExposed","110.2"
"ENSG00000141736.13","GTEX-13FTY-2126-SM-5IFFB","skinNotExposed","119.1"
"ENSG00000141736.13","GTEX-13FTX-1526-SM-5K7VJ","skinNotExposed","124.4"
"ENSG00000141736.13","GTEX-13FTW-0326-SM-5K7UW","skinNotExposed","132"
"ENSG00000141736.13","GTEX-13FLV-0126-SM-5K7WT","skinNotExposed","103.4"
"ENSG00000141736.13","GTEX-13FHO-0426-SM-5L3F5","skinNotExposed","139.8"
"ENSG00000141736.13","GTEX-13FH7-1126-SM-5K7UG","skinNotExposed","78.42"
"ENSG00000141736.13","GTEX-13D11-0926-SM-5J2NC","skinNotExposed","130"
"ENSG00000141736.13","GTEX-139YR-1026-SM-5LZYN","skinNotExposed","138.4"
"ENSG00000141736.13","GTEX-139UW-0326-SM-5J1ML","skinNotExposed","58.7"
"ENSG00000141736.13","GTEX-139TU-0726-SM-5L3EK","skinNotExposed","112.3"
"ENSG00000141736.13","GTEX-139TT-2126-SM-5LZWC","skinNotExposed","144.2"
"ENSG00000141736.13","GTEX-139TS-2126-SM-5K7XC","skinNotExposed","118.9"
"ENSG00000141736.13","GTEX-139T8-0626-SM-5KLZX","skinNotExposed","148.8"
"ENSG00000141736.13","GTEX-139D8-1126-SM-5LU8W","skinNotExposed","119.3"
"ENSG00000141736.13","GTEX-1399U-1126-SM-5L3DB","skinNotExposed","122.5"
"ENSG00000141736.13","GTEX-1399S-0126-SM-5IJCF","skinNotExposed","116.2"
"ENSG00000141736.13","GTEX-1399R-1326-SM-5PNYS","skinNotExposed","53.99"
"ENSG00000141736.13","GTEX-1399Q-2326-SM-5KM2X","skinNotExposed","140.2"
"ENSG00000141736.13","GTEX-133LE-2326-SM-5K7W3","skinNotExposed","119"
"ENSG00000141736.13","GTEX-132AR-0326-SM-5KM2C","skinNotExposed","92.88"
"ENSG00000141736.13","GTEX-131YS-2826-SM-5EQ47","skinNotExposed","104.3"
"ENSG00000141736.13","GTEX-131XW-0626-SM-5PNVD","skinNotExposed","93.74"
"ENSG00000141736.13","GTEX-131XH-0126-SM-5LZUY","skinNotExposed","111.6"
"ENSG00000141736.13","GTEX-131XG-0326-SM-5L3DX","skinNotExposed","93.8"
"ENSG00000141736.13","GTEX-131XF-2626-SM-5EQ6K","skinNotExposed","151.2"
"ENSG00000141736.13","GTEX-1314G-1326-SM-5BC6E","skinNotExposed","127.2"
"ENSG00000141736.13","GTEX-1313W-0626-SM-5EQ4H","skinNotExposed","115.5"
"ENSG00000141736.13","GTEX-13113-1626-SM-5EQ4I","skinNotExposed","100.4"
"ENSG00000141736.13","GTEX-13112-0126-SM-5P9IU","skinNotExposed","88.18"
"ENSG00000141736.13","GTEX-12ZZZ-0726-SM-5GCNZ","skinNotExposed","131.4"
"ENSG00000141736.13","GTEX-12ZZY-0726-SM-5EQ66","skinNotExposed","135.5"
"ENSG00000141736.13","GTEX-12ZZX-2426-SM-5GCOE","skinNotExposed","123.5"
"ENSG00000141736.13","GTEX-12WSM-1926-SM-5BC65","skinNotExposed","104.2"
"ENSG00000141736.13","GTEX-12WSL-2026-SM-5GCML","skinNotExposed","87.09"
"ENSG00000141736.13","GTEX-12WSK-2126-SM-5CVNC","skinNotExposed","75.13"
"ENSG00000141736.13","GTEX-12WSJ-1126-SM-5LZVJ","skinNotExposed","106"
"ENSG00000141736.13","GTEX-12WSH-1526-SM-5BC5W","skinNotExposed","156.3"
"ENSG00000141736.13","GTEX-12WSF-1626-SM-7KUG5","skinNotExposed","113"
"ENSG00000141736.13","GTEX-12WSD-0626-SM-5GCMW","skinNotExposed","112.8"
"ENSG00000141736.13","GTEX-12WSC-2826-SM-5BC5Y","skinNotExposed","123.5"
"ENSG00000141736.13","GTEX-12WSA-0426-SM-5EQ5X","skinNotExposed","98.77"
"ENSG00000141736.13","GTEX-12KS4-2126-SM-5FQUT","skinNotExposed","84.26"
"ENSG00000141736.13","GTEX-12C56-1526-SM-5FQUQ","skinNotExposed","133.9"
"ENSG00000141736.13","GTEX-12BJ1-0926-SM-5EQ62","skinNotExposed","89.81"
"ENSG00000141736.13","GTEX-1269C-0126-SM-5EQ5L","skinNotExposed","99.18"
"ENSG00000141736.13","GTEX-12696-0126-SM-5EQ4L","skinNotExposed","105.5"
"ENSG00000141736.13","GTEX-12584-0726-SM-5FQTK","skinNotExposed","79.3"
"ENSG00000141736.13","GTEX-1212Z-0126-SM-59HK4","skinNotExposed","125.6"
"ENSG00000141736.13","GTEX-12126-0826-SM-5FQTZ","skinNotExposed","135.9"
"ENSG00000141736.13","GTEX-1211K-1526-SM-5FQU4","skinNotExposed","89.36"
"ENSG00000141736.13","GTEX-11ZUS-2626-SM-5FQUR","skinNotExposed","81.2"
"ENSG00000141736.13","GTEX-11ZU8-0126-SM-5EQ58","skinNotExposed","120"
"ENSG00000141736.13","GTEX-11ZTT-2126-SM-5CVLO","skinNotExposed","99.88"
"ENSG00000141736.13","GTEX-11WQK-1026-SM-5EQLX","skinNotExposed","84.25"
"ENSG00000141736.13","GTEX-11WQC-1826-SM-5GU59","skinNotExposed","117.4"
"ENSG00000141736.13","GTEX-11VI4-1126-SM-5EQMD","skinNotExposed","104.6"
"ENSG00000141736.13","GTEX-11UD2-2526-SM-5CVNU","skinNotExposed","87.8"
"ENSG00000141736.13","GTEX-11TUW-0626-SM-5LU9M","skinNotExposed","89.82"
"ENSG00000141736.13","GTEX-11TT1-1826-SM-5EQLV","skinNotExposed","79.06"
"ENSG00000141736.13","GTEX-11PRG-0726-SM-5EGL1","skinNotExposed","93.64"
"ENSG00000141736.13","GTEX-11P82-1426-SM-DTXFY","skinNotExposed","129"
"ENSG00000141736.13","GTEX-11P81-2226-SM-5PNYI","skinNotExposed","142.5"
"ENSG00000141736.13","GTEX-11P7K-1126-SM-5HL4L","skinNotExposed","147.4"
"ENSG00000141736.13","GTEX-11OF3-0126-SM-5PNYF","skinNotExposed","139"
"ENSG00000141736.13","GTEX-11O72-0626-SM-5PNYE","skinNotExposed","134.2"
"ENSG00000141736.13","GTEX-11NUK-2726-SM-5A5MC","skinNotExposed","91.06"
"ENSG00000141736.13","GTEX-11NSD-0626-SM-5A5LU","skinNotExposed","95.23"
"ENSG00000141736.13","GTEX-11LCK-2226-SM-5HL4Q","skinNotExposed","124.1"
"ENSG00000141736.13","GTEX-11GSP-2326-SM-5HL63","skinNotExposed","111.6"
"ENSG00000141736.13","GTEX-11GS4-0226-SM-5HL77","skinNotExposed","113"
"ENSG00000141736.13","GTEX-11EQ9-1626-SM-5PNY8","skinNotExposed","106"
"ENSG00000141736.13","GTEX-11EQ8-0926-SM-5H12V","skinNotExposed","138.5"
"ENSG00000141736.13","GTEX-11EM3-1226-SM-5N9DD","skinNotExposed","87.53"
"ENSG00000141736.13","GTEX-11EI6-2826-SM-5H11D","skinNotExposed","114.7"
"ENSG00000141736.13","GTEX-11DZ1-2426-SM-5GZZX","skinNotExposed","81.94"
"ENSG00000141736.13","GTEX-11DYG-1526-SM-5A5JS","skinNotExposed","100.3"
"ENSG00000141736.13","GTEX-11DXZ-2026-SM-5987S","skinNotExposed","140"
"ENSG00000141736.13","GTEX-11DXY-0126-SM-5H11Q","skinNotExposed","71.63"
"ENSG00000141736.13","GTEX-11DXX-2126-SM-5PNYR","skinNotExposed","115.2"
"ENSG00000141736.13","GTEX-11DXW-0826-SM-5H118","skinNotExposed","82.32"
"ENSG00000141736.13","GTEX-1192X-2726-SM-5N9DN","skinNotExposed","172.2"
"ENSG00000141736.13","GTEX-117YX-1926-SM-5GIEC","skinNotExposed","83.9"
"ENSG00000141736.13","GTEX-1122O-1026-SM-9WYSF","skinNotExposed","120"
"ENSG00000141736.13","GTEX-111YS-1526-SM-5GZYW","skinNotExposed","126.4"
"ENSG00000141736.13","GTEX-111VG-1626-SM-5EGIO","skinNotExposed","98.43"
"ENSG00000141736.13","GTEX-111FC-2526-SM-5GZXU","skinNotExposed","85.91"
"ENSG00000141736.13","GTEX-111CU-1126-SM-5EGIM","skinNotExposed","142.7"
"ENSG00000141736.13","GTEX-111FC-0126-SM-5N9DL","skinExposed","136.7"
"ENSG00000141736.13","GTEX-ZZPT-0226-SM-5E43X","skinExposed","68.95"
"ENSG00000141736.13","GTEX-ZZ64-1726-SM-5GZYB","skinExposed","158.7"
"ENSG00000141736.13","GTEX-ZYY3-0126-SM-5GZY5","skinExposed","95.36"
"ENSG00000141736.13","GTEX-ZYW4-0126-SM-5E44A","skinExposed","58.56"
"ENSG00000141736.13","GTEX-ZYT6-0226-SM-5NQ6T","skinExposed","134.7"
"ENSG00000141736.13","GTEX-ZYFG-2326-SM-5E44B","skinExposed","115.4"
"ENSG00000141736.13","GTEX-ZYFD-0126-SM-5GIDL","skinExposed","60.74"
"ENSG00000141736.13","GTEX-ZYFC-0226-SM-5NQ75","skinExposed","122.7"
"ENSG00000141736.13","GTEX-ZY6K-1826-SM-5GZXK","skinExposed","113.9"
"ENSG00000141736.13","GTEX-ZXG5-0126-SM-5GIEU","skinExposed","137.1"
"ENSG00000141736.13","GTEX-ZXES-1826-SM-5E43S","skinExposed","163.1"
"ENSG00000141736.13","GTEX-ZWKS-0126-SM-5SIAA","skinExposed","165.8"
"ENSG00000141736.13","GTEX-ZVZP-2426-SM-59HKJ","skinExposed","145.9"
"ENSG00000141736.13","GTEX-ZVZO-0126-SM-5A5L9","skinExposed","117.2"
"ENSG00000141736.13","GTEX-ZVTK-0426-SM-51MRS","skinExposed","115.6"
"ENSG00000141736.13","GTEX-ZVT4-0126-SM-DTXFN","skinExposed","94.25"
"ENSG00000141736.13","GTEX-ZVT3-0126-SM-5GU6I","skinExposed","105.2"
"ENSG00000141736.13","GTEX-ZVT2-2526-SM-51MT1","skinExposed","76.95"
"ENSG00000141736.13","GTEX-ZVE2-0226-SM-59HJB","skinExposed","87.45"
"ENSG00000141736.13","GTEX-ZV6S-2326-SM-4YCEY","skinExposed","134.6"
"ENSG00000141736.13","GTEX-ZV68-0126-SM-59HKS","skinExposed","173.5"
"ENSG00000141736.13","GTEX-ZUA1-0126-SM-5GU76","skinExposed","79"
"ENSG00000141736.13","GTEX-ZU9S-0226-SM-5E441","skinExposed","77.34"
"ENSG00000141736.13","GTEX-ZTX8-1426-SM-5DUVO","skinExposed","177.7"
"ENSG00000141736.13","GTEX-ZTSS-1926-SM-57WEW","skinExposed","135.5"
"ENSG00000141736.13","GTEX-ZTPG-0326-SM-5O9AX","skinExposed","120.5"
"ENSG00000141736.13","GTEX-ZQUD-1426-SM-57WER","skinExposed","115.1"
"ENSG00000141736.13","GTEX-ZQG8-1626-SM-DHXIT","skinExposed","117.8"
"ENSG00000141736.13","GTEX-ZPIC-1726-SM-DHXIU","skinExposed","127"
"ENSG00000141736.13","GTEX-ZGAY-0526-SM-4WWBB","skinExposed","167.3"
"ENSG00000141736.13","GTEX-ZF3C-0126-SM-DO92D","skinExposed","150.9"
"ENSG00000141736.13","GTEX-ZF2S-2326-SM-4WWCE","skinExposed","178.3"
"ENSG00000141736.13","GTEX-ZF29-2326-SM-DO92K","skinExposed","121.7"
"ENSG00000141736.13","GTEX-ZF28-0126-SM-4WKGK","skinExposed","79.79"
"ENSG00000141736.13","GTEX-ZEX8-2426-SM-4WKG4","skinExposed","127.6"
"ENSG00000141736.13","GTEX-ZE9C-2726-SM-57WB5","skinExposed","122.8"
"ENSG00000141736.13","GTEX-ZE7O-0126-SM-57WC1","skinExposed","112"
"ENSG00000141736.13","GTEX-ZDYS-2026-SM-5HL5L","skinExposed","96.2"
"ENSG00000141736.13","GTEX-ZDXO-3026-SM-5J1N5","skinExposed","81.45"
"ENSG00000141736.13","GTEX-ZDTT-2726-SM-4WKF8","skinExposed","161.4"
"ENSG00000141736.13","GTEX-ZDTS-0126-SM-4WAY5","skinExposed","134.8"
"ENSG00000141736.13","GTEX-ZC5H-0226-SM-4WAY9","skinExposed","130.9"
"ENSG00000141736.13","GTEX-ZAK1-0126-SM-5IJD3","skinExposed","137.3"
"ENSG00000141736.13","GTEX-ZAJG-0126-SM-5HL94","skinExposed","101"
"ENSG00000141736.13","GTEX-ZAB5-1826-SM-5HL7C","skinExposed","162.7"
"ENSG00000141736.13","GTEX-ZAB4-0226-SM-5N9F5","skinExposed","96.82"
"ENSG00000141736.13","GTEX-Z9EW-1626-SM-5CVMN","skinExposed","118.3"
"ENSG00000141736.13","GTEX-Z93T-0126-SM-5HL5N","skinExposed","152.9"
"ENSG00000141736.13","GTEX-Z93S-0126-SM-5HL7M","skinExposed","115.2"
"ENSG00000141736.13","GTEX-YJ8A-0426-SM-5IFID","skinExposed","77.82"
"ENSG00000141736.13","GTEX-YJ89-0126-SM-4TT3X","skinExposed","110.4"
"ENSG00000141736.13","GTEX-YFC4-0126-SM-5CVLY","skinExposed","114"
"ENSG00000141736.13","GTEX-YEC4-2126-SM-5IFJH","skinExposed","135.5"
"ENSG00000141736.13","GTEX-YB5K-2126-SM-4WWDJ","skinExposed","162.8"
"ENSG00000141736.13","GTEX-YB5E-2026-SM-5IFIS","skinExposed","187.4"
"ENSG00000141736.13","GTEX-Y8LW-1826-SM-5S2MV","skinExposed","81.56"
"ENSG00000141736.13","GTEX-Y8E4-0626-SM-4WWDL","skinExposed","168"
"ENSG00000141736.13","GTEX-Y8DK-0126-SM-4TT3L","skinExposed","134.9"
"ENSG00000141736.13","GTEX-Y5V6-2426-SM-4VDSB","skinExposed","60.24"
"ENSG00000141736.13","GTEX-Y5V5-2326-SM-4V6GA","skinExposed","149.6"
"ENSG00000141736.13","GTEX-Y5LM-1926-SM-5RQJH","skinExposed","142.4"
"ENSG00000141736.13","GTEX-Y3IK-2426-SM-4WWDU","skinExposed","144.1"
"ENSG00000141736.13","GTEX-Y3I4-2126-SM-4TT7C","skinExposed","83.4"
"ENSG00000141736.13","GTEX-Y114-2426-SM-4TT8A","skinExposed","119.3"
"ENSG00000141736.13","GTEX-Y111-0126-SM-4SOIV","skinExposed","143.4"
"ENSG00000141736.13","GTEX-XYKS-2126-SM-4E3IB","skinExposed","142.6"
"ENSG00000141736.13","GTEX-XXEK-2226-SM-4BRUM","skinExposed","111.9"
"ENSG00000141736.13","GTEX-XV7Q-2526-SM-4BRV9","skinExposed","101.9"
"ENSG00000141736.13","GTEX-XUZC-1726-SM-4BRWS","skinExposed","162.1"
"ENSG00000141736.13","GTEX-XUYS-0126-SM-47JWZ","skinExposed","117.5"
"ENSG00000141736.13","GTEX-XUW1-0426-SM-4BOOT","skinExposed","158.9"
"ENSG00000141736.13","GTEX-XQ8I-0426-SM-4BOPO","skinExposed","145.6"
"ENSG00000141736.13","GTEX-XQ3S-1526-SM-4BOOC","skinExposed","122"
"ENSG00000141736.13","GTEX-XPVG-2626-SM-4B669","skinExposed","135.2"
"ENSG00000141736.13","GTEX-XMD2-0126-SM-4YCDU","skinExposed","110.2"
"ENSG00000141736.13","GTEX-XBEW-0626-SM-4QASP","skinExposed","147.5"
"ENSG00000141736.13","GTEX-XBED-2226-SM-47JYQ","skinExposed","113.1"
"ENSG00000141736.13","GTEX-XAJ8-0826-SM-47JY6","skinExposed","146.3"
"ENSG00000141736.13","GTEX-X8HC-0126-SM-4E3JW","skinExposed","113"
"ENSG00000141736.13","GTEX-X88G-0126-SM-47JZ3","skinExposed","174"
"ENSG00000141736.13","GTEX-X638-0126-SM-47JZ8","skinExposed","79.81"
"ENSG00000141736.13","GTEX-X62O-0126-SM-4E3JN","skinExposed","66.55"
"ENSG00000141736.13","GTEX-X5EB-2226-SM-46MW4","skinExposed","101.8"
"ENSG00000141736.13","GTEX-X585-0226-SM-4QAS2","skinExposed","129.6"
"ENSG00000141736.13","GTEX-X4XY-0226-SM-4E3IZ","skinExposed","85.55"
"ENSG00000141736.13","GTEX-X4XX-0126-SM-3NMC2","skinExposed","118.1"
"ENSG00000141736.13","GTEX-X4EP-0126-SM-3P5YV","skinExposed","149.4"
"ENSG00000141736.13","GTEX-X4EO-0326-SM-3P5YO","skinExposed","100"
"ENSG00000141736.13","GTEX-X261-0126-SM-3NMD6","skinExposed","116.7"
"ENSG00000141736.13","GTEX-WZTO-0126-SM-3NM95","skinExposed","109.1"
"ENSG00000141736.13","GTEX-WYVS-2126-SM-3NMA3","skinExposed","126.4"
"ENSG00000141736.13","GTEX-WYJK-0126-SM-3NMAB","skinExposed","195.8"
"ENSG00000141736.13","GTEX-WY7C-2326-SM-3NB2U","skinExposed","120.4"
"ENSG00000141736.13","GTEX-WXYG-2326-SM-4E3I6","skinExposed","145.7"
"ENSG00000141736.13","GTEX-WVJS-0126-SM-4MVOT","skinExposed","128.3"
"ENSG00000141736.13","GTEX-WRHK-1426-SM-3MJF9","skinExposed","143.6"
"ENSG00000141736.13","GTEX-WQUQ-0426-SM-3MJFU","skinExposed","149.8"
"ENSG00000141736.13","GTEX-WOFL-0126-SM-3MJG2","skinExposed","95.3"
"ENSG00000141736.13","GTEX-WI4N-1026-SM-3LK7N","skinExposed","120.2"
"ENSG00000141736.13","GTEX-WH7G-2326-SM-3NMBC","skinExposed","111.9"
"ENSG00000141736.13","GTEX-WFON-2126-SM-3LK7O","skinExposed","163.5"
"ENSG00000141736.13","GTEX-WFG8-2226-SM-3GIL9","skinExposed","119.5"
"ENSG00000141736.13","GTEX-W5X1-3026-SM-EAZAX","skinExposed","102"
"ENSG00000141736.13","GTEX-W5WG-1826-SM-4KL2Y","skinExposed","150"
"ENSG00000141736.13","GTEX-VUSG-2526-SM-4KL1V","skinExposed","134.3"
"ENSG00000141736.13","GTEX-VJYA-1126-SM-3GIJU","skinExposed","149"
"ENSG00000141736.13","GTEX-VJWN-0126-SM-3GIK7","skinExposed","67.11"
"ENSG00000141736.13","GTEX-V1D1-2226-SM-3NMAX","skinExposed","97.6"
"ENSG00000141736.13","GTEX-UPJH-0326-SM-3GADU","skinExposed","128.1"
"ENSG00000141736.13","GTEX-UJHI-1526-SM-3DB99","skinExposed","170.1"
"ENSG00000141736.13","GTEX-U8XE-0326-SM-3DB8P","skinExposed","83.32"
"ENSG00000141736.13","GTEX-U8T8-0126-SM-3DB94","skinExposed","100.3"
"ENSG00000141736.13","GTEX-U4B1-1826-SM-4DXSU","skinExposed","56.97"
"ENSG00000141736.13","GTEX-U412-0426-SM-3DB9O","skinExposed","111.1"
"ENSG00000141736.13","GTEX-U3ZN-2326-SM-3DB7W","skinExposed","132.6"
"ENSG00000141736.13","GTEX-U3ZM-1526-SM-3DB9D","skinExposed","111.6"
"ENSG00000141736.13","GTEX-U3ZH-2026-SM-3DB78","skinExposed","112.2"
"ENSG00000141736.13","GTEX-TSE9-0126-SM-3DB83","skinExposed","114.7"
"ENSG00000141736.13","GTEX-TMZS-0126-SM-3DB9Q","skinExposed","103.2"
"ENSG00000141736.13","GTEX-TMMY-0226-SM-33HBA","skinExposed","116.4"
"ENSG00000141736.13","GTEX-TML8-1926-SM-32QOS","skinExposed","142.6"
"ENSG00000141736.13","GTEX-TKQ1-1026-SM-4GICL","skinExposed","210.2"
"ENSG00000141736.13","GTEX-T8EM-1026-SM-3DB7M","skinExposed","147.6"
"ENSG00000141736.13","GTEX-T6MO-1626-SM-32QOM","skinExposed","128.7"
"ENSG00000141736.13","GTEX-T6MN-0126-SM-32PLP","skinExposed","183.3"
"ENSG00000141736.13","GTEX-T5JW-1626-SM-3GADZ","skinExposed","196.9"
"ENSG00000141736.13","GTEX-T5JC-0426-SM-32PLO","skinExposed","108.8"
"ENSG00000141736.13","GTEX-T2YK-0526-SM-32QPJ","skinExposed","139.9"
"ENSG00000141736.13","GTEX-T2IS-0126-SM-4DM6O","skinExposed","114.7"
"ENSG00000141736.13","GTEX-SUCS-1926-SM-32PM3","skinExposed","197.6"
"ENSG00000141736.13","GTEX-SSA3-0126-SM-32QPU","skinExposed","86.95"
"ENSG00000141736.13","GTEX-SNMC-1226-SM-2XCFP","skinExposed","110.6"
"ENSG00000141736.13","GTEX-SN8G-0126-SM-32PLI","skinExposed","97.07"
"ENSG00000141736.13","GTEX-SJXC-0126-SM-2XCFF","skinExposed","114.3"
"ENSG00000141736.13","GTEX-SIU8-0126-SM-2XCDT","skinExposed","127"
"ENSG00000141736.13","GTEX-SE5C-1626-SM-2XCE3","skinExposed","23.31"
"ENSG00000141736.13","GTEX-S95S-1226-SM-4GICG","skinExposed","108.8"
"ENSG00000141736.13","GTEX-S7SE-0126-SM-2XCD5","skinExposed","138.5"
"ENSG00000141736.13","GTEX-S7PM-0126-SM-4AD6S","skinExposed","106"
"ENSG00000141736.13","GTEX-S33H-1026-SM-EZ6L6","skinExposed","123.7"
"ENSG00000141736.13","GTEX-S32W-2126-SM-2XCB1","skinExposed","84.27"
"ENSG00000141736.13","GTEX-RWSA-0126-SM-2XCBB","skinExposed","126.1"
"ENSG00000141736.13","GTEX-RWS6-2026-SM-2XCB5","skinExposed","137.2"
"ENSG00000141736.13","GTEX-RVPV-0126-SM-EAZAW","skinExposed","123.3"
"ENSG00000141736.13","GTEX-RUSQ-1526-SM-2TF62","skinExposed","60.51"
"ENSG00000141736.13","GTEX-RU72-0926-SM-2TF6B","skinExposed","121.1"
"ENSG00000141736.13","GTEX-RTLS-0126-SM-447CA","skinExposed","105.5"
"ENSG00000141736.13","GTEX-RNOR-0126-SM-E9J4R","skinExposed","147.6"
"ENSG00000141736.13","GTEX-RN64-0126-SM-2TC68","skinExposed","101.5"
"ENSG00000141736.13","GTEX-RM2N-1426-SM-2TF4H","skinExposed","144.9"
"ENSG00000141736.13","GTEX-R55G-2526-SM-2TC6D","skinExposed","93.02"
"ENSG00000141736.13","GTEX-R55E-0126-SM-2TC5Y","skinExposed","118.7"
"ENSG00000141736.13","GTEX-R45C-0126-SM-EAZ2R","skinExposed","86.13"
"ENSG00000141736.13","GTEX-R3RS-0126-SM-3GIJL","skinExposed","117.5"
"ENSG00000141736.13","GTEX-QVJO-1626-SM-2S1QW","skinExposed","114.6"
"ENSG00000141736.13","GTEX-QV44-1926-SM-2S1RF","skinExposed","146.8"
"ENSG00000141736.13","GTEX-QLQW-1126-SM-2S1Q8","skinExposed","110.4"
"ENSG00000141736.13","GTEX-QLQ7-1626-SM-2S1R8","skinExposed","111"
"ENSG00000141736.13","GTEX-QESD-1426-SM-2S1R9","skinExposed","106.2"
"ENSG00000141736.13","GTEX-QEG4-0226-SM-2S1PY","skinExposed","125.5"
"ENSG00000141736.13","GTEX-QDVN-2026-SM-3GAEP","skinExposed","88.22"
"ENSG00000141736.13","GTEX-QDVJ-1726-SM-2I5FX","skinExposed","104.9"
"ENSG00000141736.13","GTEX-QDT8-0126-SM-48TZ1","skinExposed","72.88"
"ENSG00000141736.13","GTEX-QCQG-1726-SM-3GIJ9","skinExposed","94.38"
"ENSG00000141736.13","GTEX-Q734-1926-SM-2I5EV","skinExposed","91.32"
"ENSG00000141736.13","GTEX-Q2AI-1326-SM-2S1PL","skinExposed","106.6"
"ENSG00000141736.13","GTEX-Q2AH-1626-SM-3GAF8","skinExposed","104.4"
"ENSG00000141736.13","GTEX-Q2AG-0126-SM-33HBV","skinExposed","107.9"
"ENSG00000141736.13","GTEX-PX3G-0126-SM-2I3EN","skinExposed","168.1"
"ENSG00000141736.13","GTEX-PWO3-1526-SM-48TCM","skinExposed","127"
"ENSG00000141736.13","GTEX-PWCY-1826-SM-DHXIZ","skinExposed","135.7"
"ENSG00000141736.13","GTEX-PW2O-1526-SM-7RHHB","skinExposed","100.7"
"ENSG00000141736.13","GTEX-PVOW-0126-SM-2XCFA","skinExposed","88.45"
"ENSG00000141736.13","GTEX-PSDG-0226-SM-DKPOZ","skinExposed","183.4"
"ENSG00000141736.13","GTEX-POMQ-2226-SM-2I5FK","skinExposed","99.99"
"ENSG00000141736.13","GTEX-PLZ6-1426-SM-DKPOT","skinExposed","121.4"
"ENSG00000141736.13","GTEX-PLZ5-2026-SM-2S1O4","skinExposed","117.2"
"ENSG00000141736.13","GTEX-PLZ4-0126-SM-5SI8O","skinExposed","94.99"
"ENSG00000141736.13","GTEX-P4QT-0126-SM-2I3FL","skinExposed","187.8"
"ENSG00000141736.13","GTEX-P4PQ-0126-SM-2S1NM","skinExposed","113.9"
"ENSG00000141736.13","GTEX-P4PP-0126-SM-3LK69","skinExposed","158.1"
"ENSG00000141736.13","GTEX-P44H-0226-SM-2XCEU","skinExposed","74.95"
"ENSG00000141736.13","GTEX-OXRP-0126-SM-3NB32","skinExposed","92.53"
"ENSG00000141736.13","GTEX-OXRO-0126-SM-2YUN4","skinExposed","66.43"
"ENSG00000141736.13","GTEX-OXRN-0126-SM-48TDM","skinExposed","153.5"
"ENSG00000141736.13","GTEX-OXRL-0126-SM-2YUMP","skinExposed","80.02"
"ENSG00000141736.13","GTEX-OXRK-0226-SM-3NB2G","skinExposed","109.3"
"ENSG00000141736.13","GTEX-OOBK-0126-SM-2YUND","skinExposed","117.4"
"ENSG00000141736.13","GTEX-OOBJ-0126-SM-E6CJW","skinExposed","144"
"ENSG00000141736.13","GTEX-OIZH-0126-SM-2HMIS","skinExposed","186.9"
"ENSG00000141736.13","GTEX-OIZG-0726-SM-33HBL","skinExposed","165.5"
"ENSG00000141736.13","GTEX-OIZF-0126-SM-7SB8I","skinExposed","117.1"
"ENSG00000141736.13","GTEX-OHPM-0126-SM-2YUN9","skinExposed","132.8"
"ENSG00000141736.13","GTEX-OHPL-0126-SM-2HMJ7","skinExposed","99.1"
"ENSG00000141736.13","GTEX-O5YW-0126-SM-3LK6D","skinExposed","132.7"
"ENSG00000141736.13","GTEX-O5YT-0126-SM-48TBW","skinExposed","127"
"ENSG00000141736.13","GTEX-NPJ8-0126-SM-2YUNR","skinExposed","145.9"
"ENSG00000141736.13","GTEX-NFK9-0226-SM-2HMKQ","skinExposed","200.4"
"ENSG00000141736.13","GTEX-1S83E-0126-SM-EWRO4","skinExposed","168.4"
"ENSG00000141736.13","GTEX-1S82Z-0826-SM-E6CHY","skinExposed","135.1"
"ENSG00000141736.13","GTEX-1S82Y-2026-SM-EVYCM","skinExposed","153.8"
"ENSG00000141736.13","GTEX-1S5ZA-0126-SM-EVYCV","skinExposed","133.8"
"ENSG00000141736.13","GTEX-1S3DN-2226-SM-EVYCD","skinExposed","147.1"
"ENSG00000141736.13","GTEX-1RQEC-0426-SM-E6CHU","skinExposed","126.3"
"ENSG00000141736.13","GTEX-1RLM8-2326-SM-EWRN4","skinExposed","66.16"
"ENSG00000141736.13","GTEX-1RDX4-0126-SM-E9J4P","skinExposed","119.5"
"ENSG00000141736.13","GTEX-1RB15-2126-SM-E9TIM","skinExposed","136.8"
