#"geneId","sample","tissue","score"
"ENSG00000141736.13","GTEX-1KANB-0011-R9b-SM-EZ6MO","brainSpinalcord","3.489"
"ENSG00000141736.13","GTEX-1JN1M-0011-R9a-SM-EZ6MR","brainSpinalcord","6.291"
"ENSG00000141736.13","GTEX-1JMLX-0011-R9a-SM-EYYXM","brainSpinalcord","4.413"
"ENSG00000141736.13","GTEX-1JJ6O-0011-R9a-SM-EYYXP","brainSpinalcord","12.03"
"ENSG00000141736.13","GTEX-1J8JJ-0011-R9a-SM-ACKVF","brainSpinalcord","6.583"
"ENSG00000141736.13","GTEX-1J8EW-0011-R9b-SM-D4P2F","brainSpinalcord","3.841"
"ENSG00000141736.13","GTEX-1J1OQ-0011-R9b-SM-ARZMK","brainSpinalcord","7.004"
"ENSG00000141736.13","GTEX-1IY9M-0011-R9b-SM-D3L8J","brainSpinalcord","10.71"
"ENSG00000141736.13","GTEX-1IKJJ-0011-R9a-SM-ARZLI","brainSpinalcord","6.344"
"ENSG00000141736.13","GTEX-1IGQW-0011-R9b-SM-D4P25","brainSpinalcord","2.627"
"ENSG00000141736.13","GTEX-1IDJH-0011-R9a-SM-ADEIN","brainSpinalcord","6.725"
"ENSG00000141736.13","GTEX-1ICLZ-0011-R9a-SM-ARL7E","brainSpinalcord","3.109"
"ENSG00000141736.13","GTEX-1I1HK-0011-R9a-SM-CMKHK","brainSpinalcord","34.31"
"ENSG00000141736.13","GTEX-1I1GV-0011-R9b-SM-ARZLE","brainSpinalcord","1.528"
"ENSG00000141736.13","GTEX-1I1GS-0011-R9b-SM-CMKHF","brainSpinalcord","3.263"
"ENSG00000141736.13","GTEX-1I1CD-0011-R9a-SM-CMKHB","brainSpinalcord","2.482"
"ENSG00000141736.13","GTEX-1I19N-0011-R9a-SM-CMKHN","brainSpinalcord","7.182"
"ENSG00000141736.13","GTEX-1HSMO-0011-R9b-SM-CM2T2","brainSpinalcord","3.317"
"ENSG00000141736.13","GTEX-1HR98-0011-R9b-SM-ARL79","brainSpinalcord","3.811"
"ENSG00000141736.13","GTEX-1HGF4-0011-R9a-SM-ADEH9","brainSpinalcord","0.851"
"ENSG00000141736.13","GTEX-1HFI6-0011-R9b-SM-CMKH4","brainSpinalcord","2.356"
"ENSG00000141736.13","GTEX-1HBPM-0011-R9b-SM-ARL7C","brainSpinalcord","3.251"
"ENSG00000141736.13","GTEX-1HBPI-0011-R9b-SM-ARL76","brainSpinalcord","12.34"
"ENSG00000141736.13","GTEX-1HBPH-0011-R9a-SM-CMKH3","brainSpinalcord","8.565"
"ENSG00000141736.13","GTEX-1H3O1-0011-R9b-SM-CM2SQ","brainSpinalcord","5.386"
"ENSG00000141736.13","GTEX-1H3NZ-0011-R9a-SM-ADEH7","brainSpinalcord","1.994"
"ENSG00000141736.13","GTEX-1H2FU-0011-R9b-SM-CE6S4","brainSpinalcord","11.85"
"ENSG00000141736.13","GTEX-1H23P-0011-R9a-SM-CM2T1","brainSpinalcord","6.361"
"ENSG00000141736.13","GTEX-1H1ZS-0011-R9a-SM-CM2SO","brainSpinalcord","23.19"
"ENSG00000141736.13","GTEX-1H1DG-0011-R9b-SM-ACKVB","brainSpinalcord","1.349"
"ENSG00000141736.13","GTEX-1H1DF-0011-R9b-SM-CM2RN","brainSpinalcord","1.437"
"ENSG00000141736.13","GTEX-1GZHY-0011-R9a-SM-9WG5R","brainSpinalcord","4.247"
"ENSG00000141736.13","GTEX-1GZ4I-0011-R9b-SM-B2LY8","brainSpinalcord","3.768"
"ENSG00000141736.13","GTEX-1GZ2Q-0011-R9a-SM-9WG7A","brainSpinalcord","3.108"
"ENSG00000141736.13","GTEX-1GTWX-0011-R9a-SM-ADEH4","brainSpinalcord","6.25"
"ENSG00000141736.13","GTEX-1GN73-0011-R9a-SM-CKZO5","brainSpinalcord","4.864"
"ENSG00000141736.13","GTEX-1GN2E-0011-R9b-SM-9WG7F","brainSpinalcord","1.725"
"ENSG00000141736.13","GTEX-1GN1U-0011-R9b-SM-CMKFW","brainSpinalcord","9.494"
"ENSG00000141736.13","GTEX-1GF9W-0011-R9b-SM-9WG7J","brainSpinalcord","0.811"
"ENSG00000141736.13","GTEX-1GF9V-0011-R9a-SM-CL53K","brainSpinalcord","6.506"
"ENSG00000141736.13","GTEX-1F88F-0011-R9b-SM-9WG7L","brainSpinalcord","3.976"
"ENSG00000141736.13","GTEX-1F6I4-0011-R9a-SM-CMKFU","brainSpinalcord","5.168"
"ENSG00000141736.13","GTEX-1F52S-0011-R9a-SM-9WG62","brainSpinalcord","2.044"
"ENSG00000141736.13","GTEX-1EWIQ-0011-R9a-SM-ARL8L","brainSpinalcord","4.674"
"ENSG00000141736.13","GTEX-1EU9M-0011-R9a-SM-9WG61","brainSpinalcord","6.032"
"ENSG00000141736.13","GTEX-1EKGG-0011-R9a-SM-CMKFV","brainSpinalcord","6.84"
"ENSG00000141736.13","GTEX-1EH9U-0011-R9b-SM-9WG5T","brainSpinalcord","9.887"
"ENSG00000141736.13","GTEX-1CB4H-0011-R9a-SM-CKZNL","brainSpinalcord","1.829"
"ENSG00000141736.13","GTEX-1CAV2-0011-R9b-SM-9WG5M","brainSpinalcord","3.151"
"ENSG00000141736.13","GTEX-1CAMQ-0011-R9a-SM-9WG5Z","brainSpinalcord","3.335"
"ENSG00000141736.13","GTEX-1C6VS-0011-R9b-SM-9WG5W","brainSpinalcord","1.387"
"ENSG00000141736.13","GTEX-1C6VQ-0011-R9a-SM-7SB85","brainSpinalcord","7.033"
"ENSG00000141736.13","GTEX-1BAJH-0011-R9b-SM-7EPIQ","brainSpinalcord","6.104"
"ENSG00000141736.13","GTEX-1B933-0011-R9a-SM-79OOR","brainSpinalcord","7.562"
"ENSG00000141736.13","GTEX-1B8L1-0011-R9b-SM-9WG5U","brainSpinalcord","3.545"
"ENSG00000141736.13","GTEX-1A8G7-0011-R9b-SM-7IGQH","brainSpinalcord","4.086"
"ENSG00000141736.13","GTEX-1A32A-0011-R9b-SM-7MGXD","brainSpinalcord","2.949"
"ENSG00000141736.13","GTEX-18464-0011-R9a-SM-731BK","brainSpinalcord","14"
"ENSG00000141736.13","GTEX-17EVQ-0011-R9b-SM-79OJY","brainSpinalcord","4.747"
"ENSG00000141736.13","GTEX-16Z82-0011-R9a-SM-7DUFA","brainSpinalcord","10.16"
"ENSG00000141736.13","GTEX-16XZZ-0011-R9b-SM-7DHKX","brainSpinalcord","20.3"
"ENSG00000141736.13","GTEX-16NPV-0011-R9b-SM-79ONF","brainSpinalcord","1.341"
"ENSG00000141736.13","GTEX-15G19-0011-R9b-SM-7KUEE","brainSpinalcord","4.235"
"ENSG00000141736.13","GTEX-15ER7-0011-R9b-SM-6PALF","brainSpinalcord","14.7"
"ENSG00000141736.13","GTEX-15EO6-0011-R9a-SM-6PALG","brainSpinalcord","7.378"
"ENSG00000141736.13","GTEX-15DYW-0011-R9b-SM-6PALB","brainSpinalcord","8.112"
"ENSG00000141736.13","GTEX-15DDE-0011-R9b-SM-6M46U","brainSpinalcord","4.844"
"ENSG00000141736.13","GTEX-15DCD-0011-R9b-SM-7KUED","brainSpinalcord","7.229"
"ENSG00000141736.13","GTEX-15CHQ-0011-R9a-SM-6LLHX","brainSpinalcord","20.53"
"ENSG00000141736.13","GTEX-14PN4-0011-R9a-SM-6LLH9","brainSpinalcord","3.523"
"ENSG00000141736.13","GTEX-14PJO-0011-R9b-SM-62LE9","brainSpinalcord","9.943"
"ENSG00000141736.13","GTEX-14PJM-0011-R9b-SM-6EU35","brainSpinalcord","6.989"
"ENSG00000141736.13","GTEX-14JIY-0011-R9a-SM-6EU34","brainSpinalcord","8.643"
"ENSG00000141736.13","GTEX-14E7W-0011-R9a-SM-62LE6","brainSpinalcord","5.035"
"ENSG00000141736.13","GTEX-14E6C-0011-R9a-SM-6EU33","brainSpinalcord","3.636"
"ENSG00000141736.13","GTEX-14BMV-0011-R9b-SM-5ZZUA","brainSpinalcord","11.42"
"ENSG00000141736.13","GTEX-14BIN-0011-R9a-SM-5SI76","brainSpinalcord","5.218"
"ENSG00000141736.13","GTEX-14BIM-0011-R9a-SM-6LLJL","brainSpinalcord","5.987"
"ENSG00000141736.13","GTEX-14BIL-0011-R9a-SM-5SI7A","brainSpinalcord","15.05"
"ENSG00000141736.13","GTEX-14ABY-0011-R9a-SM-5PNZK","brainSpinalcord","10.97"
"ENSG00000141736.13","GTEX-148VJ-0011-R9b-SM-5SI77","brainSpinalcord","4.814"
"ENSG00000141736.13","GTEX-147GR-0011-R9a-SM-5S2UY","brainSpinalcord","7.766"
"ENSG00000141736.13","GTEX-145LU-0011-R9b-SM-5SI66","brainSpinalcord","6.645"
"ENSG00000141736.13","GTEX-13X6I-0011-R9b-SM-5PNZJ","brainSpinalcord","2.728"
"ENSG00000141736.13","GTEX-13VXU-0011-R9b-SM-5SI73","brainSpinalcord","6.452"
"ENSG00000141736.13","GTEX-13SLX-0011-R9b-SM-5SI6X","brainSpinalcord","5.735"
"ENSG00000141736.13","GTEX-13SLW-0011-R9a-SM-5O9BT","brainSpinalcord","5.879"
"ENSG00000141736.13","GTEX-13S7M-0011-R9a-SM-5O9DW","brainSpinalcord","4.482"
"ENSG00000141736.13","GTEX-13RTJ-0011-R9a-SM-5Q5AY","brainSpinalcord","6.67"
"ENSG00000141736.13","GTEX-13QJC-0011-R9b-SM-5PNX3","brainSpinalcord","4.742"
"ENSG00000141736.13","GTEX-13PVQ-0011-R9b-SM-5LU3B","brainSpinalcord","3.851"
"ENSG00000141736.13","GTEX-13PLJ-0011-R9b-SM-5O9DV","brainSpinalcord","5.454"
"ENSG00000141736.13","GTEX-13PL6-0011-R9b-SM-5O9CH","brainSpinalcord","1.231"
"ENSG00000141736.13","GTEX-13OW5-0011-R9b-SM-5O9CL","brainSpinalcord","12.41"
"ENSG00000141736.13","GTEX-13OVL-0011-R9a-SM-5P9GX","brainSpinalcord","3.23"
"ENSG00000141736.13","GTEX-13OVJ-0011-R9b-SM-5L3GD","brainSpinalcord","6.332"
"ENSG00000141736.13","GTEX-13O1R-0011-R9b-SM-5KM33","brainSpinalcord","0.96"
"ENSG00000141736.13","GTEX-13NZA-0011-R9b-SM-5MR5I","brainSpinalcord","8.713"
"ENSG00000141736.13","GTEX-13NYS-0011-R9b-SM-5MR44","brainSpinalcord","8.059"
"ENSG00000141736.13","GTEX-13NYB-0011-R9b-SM-5MR5P","brainSpinalcord","2.839"
"ENSG00000141736.13","GTEX-13N2G-0011-R9b-SM-5MR4E","brainSpinalcord","13.39"
"ENSG00000141736.13","GTEX-13N1W-0011-R9b-SM-5MR4R","brainSpinalcord","3.677"
"ENSG00000141736.13","GTEX-13JUV-0011-R9a-SM-5LZX3","brainSpinalcord","5.424"
"ENSG00000141736.13","GTEX-13FXS-0011-R9a-SM-5K7UI","brainSpinalcord","12.16"
"ENSG00000141736.13","GTEX-13FTY-0011-R9b-SM-5KM2U","brainSpinalcord","4.078"
"ENSG00000141736.13","GTEX-13FLV-0011-R9b-SM-5L3DA","brainSpinalcord","6.509"
"ENSG00000141736.13","GTEX-13CZV-0011-R9a-SM-5LZXT","brainSpinalcord","8.902"
"ENSG00000141736.13","GTEX-13CIG-0011-R9a-SM-5K7VU","brainSpinalcord","2.883"
"ENSG00000141736.13","GTEX-139UW-0011-R9b-SM-5LZYT","brainSpinalcord","6.758"
"ENSG00000141736.13","GTEX-139T4-0011-R9b-SM-5HL6S","brainSpinalcord","9.036"
"ENSG00000141736.13","GTEX-131YS-0011-R9b-SM-5EQLY","brainSpinalcord","7.762"
"ENSG00000141736.13","GTEX-131XW-0011-R9a-SM-5N9EO","brainSpinalcord","4.538"
"ENSG00000141736.13","GTEX-12WSH-0011-R9b-SM-5LZUG","brainSpinalcord","6.567"
"ENSG00000141736.13","GTEX-12WSD-0011-R9a-SM-5GU6W","brainSpinalcord","3.635"
"ENSG00000141736.13","GTEX-12WSC-0011-R9a-SM-5GU4U","brainSpinalcord","11.08"
"ENSG00000141736.13","GTEX-12126-0011-R9b-SM-5BC6P","brainSpinalcord","4.875"
"ENSG00000141736.13","GTEX-11ZVC-0011-R9a-SM-57WC5","brainSpinalcord","3.299"
"ENSG00000141736.13","GTEX-11ZUS-0011-R9b-SM-5BC76","brainSpinalcord","3.021"
"ENSG00000141736.13","GTEX-11ZTS-0011-R9b-SM-DO93Q","brainSpinalcord","4.271"
"ENSG00000141736.13","GTEX-11WQK-0011-R9b-SM-5BC6N","brainSpinalcord","1.704"
"ENSG00000141736.13","GTEX-11UD2-0011-R9b-SM-DO926","brainSpinalcord","5.606"
"ENSG00000141736.13","GTEX-11ONC-0011-R9b-SM-5NQ8J","brainSpinalcord","5.834"
"ENSG00000141736.13","GTEX-11GSP-0011-R9b-SM-5NQ77","brainSpinalcord","6.161"
"ENSG00000141736.13","GTEX-11EMC-0011-R9b-SM-DO921","brainSpinalcord","4.835"
"ENSG00000141736.13","GTEX-11DZ1-0011-R9a-SM-DO933","brainSpinalcord","2.31"
"ENSG00000141736.13","GTEX-11DZ1-0011-R2a-SM-DNZZM","brainSubstanNigra","1.069"
"ENSG00000141736.13","GTEX-ZV68-0011-R2a-SM-4YCDK","brainSubstanNigra","8.039"
"ENSG00000141736.13","GTEX-ZE9C-0011-R2a-SM-4WKGH","brainSubstanNigra","2.133"
"ENSG00000141736.13","GTEX-ZDXO-0011-R2b-SM-4WKFG","brainSubstanNigra","4.229"
"ENSG00000141736.13","GTEX-ZAB4-0011-R2a-SM-4RGNP","brainSubstanNigra","13.02"
"ENSG00000141736.13","GTEX-Z93S-0011-R2a-SM-4RGNG","brainSubstanNigra","1.81"
"ENSG00000141736.13","GTEX-YJ89-0011-R2b-SM-4RGLT","brainSubstanNigra","2.716"
"ENSG00000141736.13","GTEX-YFC4-0011-R2a-SM-4V6DZ","brainSubstanNigra","8.062"
"ENSG00000141736.13","GTEX-XMD1-0011-R2B-SM-4AT5N","brainSubstanNigra","5.228"
"ENSG00000141736.13","GTEX-XLM4-0011-R2B-SM-4AT5Z","brainSubstanNigra","6.267"
"ENSG00000141736.13","GTEX-X585-0011-R2B-SM-46MVF","brainSubstanNigra","6.898"
"ENSG00000141736.13","GTEX-X4XX-0011-R2A-SM-3P623","brainSubstanNigra","2.894"
"ENSG00000141736.13","GTEX-WHSE-0011-R2A-SM-3P5ZL","brainSubstanNigra","7.448"
"ENSG00000141736.13","GTEX-UTHO-0011-R2A-SM-3GIKC","brainSubstanNigra","3.13"
"ENSG00000141736.13","GTEX-T6MN-0011-R2A-SM-32QOW","brainSubstanNigra","10.36"
"ENSG00000141736.13","GTEX-T5JC-0011-R2A-SM-32PLZ","brainSubstanNigra","4.618"
"ENSG00000141736.13","GTEX-T2IS-0011-R2A-SM-32QPF","brainSubstanNigra","4.626"
"ENSG00000141736.13","GTEX-S7SE-0011-R2A-SM-2XCDC","brainSubstanNigra","7.859"
"ENSG00000141736.13","GTEX-RU72-0011-R2A-SM-2TF6O","brainSubstanNigra","2.524"
"ENSG00000141736.13","GTEX-R55E-0011-R2A-SM-EYYV9","brainSubstanNigra","4.631"
"ENSG00000141736.13","GTEX-QMR6-0011-R2A-SM-32PKV","brainSubstanNigra","18.49"
"ENSG00000141736.13","GTEX-QDT8-0011-R2A-SM-32PKQ","brainSubstanNigra","8.852"
"ENSG00000141736.13","GTEX-Q2AG-0011-R2A-SM-2HMIT","brainSubstanNigra","3.537"
"ENSG00000141736.13","GTEX-PWO3-0011-R2A-SM-2S1OX","brainSubstanNigra","4.659"
"ENSG00000141736.13","GTEX-P44G-0011-R2A-SM-2XCD2","brainSubstanNigra","5.862"
"ENSG00000141736.13","GTEX-OXRO-0011-R2A-SM-3NB1W","brainSubstanNigra","2.486"
"ENSG00000141736.13","GTEX-OHPN-0011-R2A-SM-2I5FB","brainSubstanNigra","2.747"
"ENSG00000141736.13","GTEX-NPJ8-0011-R2a-SM-2TC6M","brainSubstanNigra","10.09"
"ENSG00000141736.13","GTEX-NPJ7-0011-R2a-SM-2I3GF","brainSubstanNigra","9.183"
"ENSG00000141736.13","GTEX-NL4W-0011-R2a-SM-2I5GV","brainSubstanNigra","5.875"
"ENSG00000141736.13","GTEX-N7MT-0011-R2a-SM-2I3GI","brainSubstanNigra","4.489"
"ENSG00000141736.13","GTEX-N7MS-0011-R2a-SM-2HML6","brainSubstanNigra","3.677"
"ENSG00000141736.13","GTEX-1RLM8-0011-R2a-SM-EZ6N4","brainSubstanNigra","34.47"
"ENSG00000141736.13","GTEX-1MA7X-0011-R2b-SM-EZ6MT","brainSubstanNigra","3.89"
"ENSG00000141736.13","GTEX-1LVAO-0011-R2a-SM-EYYX1","brainSubstanNigra","13.78"
"ENSG00000141736.13","GTEX-1LVA9-0011-R2a-SM-EZ6MJ","brainSubstanNigra","2.812"
"ENSG00000141736.13","GTEX-1LSNL-0011-R2a-SM-EZ6MK","brainSubstanNigra","6.793"
"ENSG00000141736.13","GTEX-1LH75-0011-R2b-SM-EYYWQ","brainSubstanNigra","6.401"
"ENSG00000141736.13","GTEX-1LB8K-0011-R2a-SM-EZ6MQ","brainSubstanNigra","5.227"
"ENSG00000141736.13","GTEX-1JMQK-0011-R2a-SM-EYYXQ","brainSubstanNigra","9.616"
"ENSG00000141736.13","GTEX-1J8Q2-0011-R2b-SM-EAZ2X","brainSubstanNigra","4.189"
"ENSG00000141736.13","GTEX-1J1OQ-0011-R2b-SM-ARU88","brainSubstanNigra","12.11"
"ENSG00000141736.13","GTEX-1IY9M-0011-R2a-SM-D4P29","brainSubstanNigra","3.742"
"ENSG00000141736.13","GTEX-1IL2U-0011-R2a-SM-ARU6V","brainSubstanNigra","3.591"
"ENSG00000141736.13","GTEX-1IKOH-0011-R2a-SM-CMKHO","brainSubstanNigra","4.016"
"ENSG00000141736.13","GTEX-1IKJJ-0011-R2b-SM-ARZLJ","brainSubstanNigra","4.165"
"ENSG00000141736.13","GTEX-1IGQW-0011-R2b-SM-D4P26","brainSubstanNigra","4.723"
"ENSG00000141736.13","GTEX-1I1GV-0011-R2a-SM-ARZLF","brainSubstanNigra","8.682"
"ENSG00000141736.13","GTEX-1I1GS-0011-R2b-SM-CMKHG","brainSubstanNigra","33.32"
"ENSG00000141736.13","GTEX-1I1CD-0011-R2a-SM-CM2T3","brainSubstanNigra","2.415"
"ENSG00000141736.13","GTEX-1HT8W-0011-R2a-SM-CMKH9","brainSubstanNigra","3.461"
"ENSG00000141736.13","GTEX-1HSMO-0011-R2a-SM-CL553","brainSubstanNigra","10.3"
"ENSG00000141736.13","GTEX-1HR98-0011-R2a-SM-ARL7A","brainSubstanNigra","5.005"
"ENSG00000141736.13","GTEX-1HFI6-0011-R2a-SM-CMKH5","brainSubstanNigra","5.152"
"ENSG00000141736.13","GTEX-1HB9E-0011-R2b-SM-A96RW","brainSubstanNigra","3.868"
"ENSG00000141736.13","GTEX-1H3VE-0011-R2a-SM-CE6SA","brainSubstanNigra","17.08"
"ENSG00000141736.13","GTEX-1H3O1-0011-R2b-SM-CKZOT","brainSubstanNigra","10.4"
"ENSG00000141736.13","GTEX-1H23P-0011-R2a-SM-CKZP3","brainSubstanNigra","1.698"
"ENSG00000141736.13","GTEX-1H1ZS-0011-R2b-SM-CL54Q","brainSubstanNigra","31.17"
"ENSG00000141736.13","GTEX-1H1DG-0011-R2a-SM-ADEIQ","brainSubstanNigra","7.709"
"ENSG00000141736.13","GTEX-1GZ2Q-0011-R2b-SM-9OSWO","brainSubstanNigra","15.95"
"ENSG00000141736.13","GTEX-1GTWX-0011-R2b-SM-ADEH5","brainSubstanNigra","12.05"
"ENSG00000141736.13","GTEX-1GN73-0011-R2a-SM-CJI2V","brainSubstanNigra","6.241"
"ENSG00000141736.13","GTEX-1GN2E-0011-R2a-SM-9WG7D","brainSubstanNigra","2.869"
"ENSG00000141736.13","GTEX-1GN1U-0011-R2a-SM-CL53A","brainSubstanNigra","1.702"
"ENSG00000141736.13","GTEX-1GMR8-0011-R2a-SM-CE6RD","brainSubstanNigra","13.86"
"ENSG00000141736.13","GTEX-1F75B-0011-R2a-SM-ARL8I","brainSubstanNigra","2.937"
"ENSG00000141736.13","GTEX-1F6IF-0011-R2b-SM-9QEHB","brainSubstanNigra","7.896"
"ENSG00000141736.13","GTEX-1F6I4-0011-R2a-SM-CL536","brainSubstanNigra","12.81"
"ENSG00000141736.13","GTEX-1F48J-0011-R2a-SM-CL535","brainSubstanNigra","4.049"
"ENSG00000141736.13","GTEX-1EU9M-0011-R2b-SM-9QEH7","brainSubstanNigra","4.607"
"ENSG00000141736.13","GTEX-1EMGI-0011-R2b-SM-9OSVS","brainSubstanNigra","4.739"
"ENSG00000141736.13","GTEX-1EKGG-0011-R2a-SM-CE6R8","brainSubstanNigra","9.19"
"ENSG00000141736.13","GTEX-1E1VI-0011-R2a-SM-9QEGS","brainSubstanNigra","3.607"
"ENSG00000141736.13","GTEX-1CB4G-0011-R2a-SM-9QEGQ","brainSubstanNigra","7.718"
"ENSG00000141736.13","GTEX-1C6VR-0011-R2a-SM-7RHGZ","brainSubstanNigra","4.615"
"ENSG00000141736.13","GTEX-1B996-0011-R2a-SM-7IGON","brainSubstanNigra","10.73"
"ENSG00000141736.13","GTEX-1B933-0011-R2b-SM-7IGNM","brainSubstanNigra","9.633"
"ENSG00000141736.13","GTEX-1B8SG-0011-R2b-SM-79OOT","brainSubstanNigra","5.434"
"ENSG00000141736.13","GTEX-1B8L1-0011-R2a-SM-9OSVL","brainSubstanNigra","5.97"
"ENSG00000141736.13","GTEX-1A8G7-0011-R2a-SM-7IGQI","brainSubstanNigra","2.85"
"ENSG00000141736.13","GTEX-1A3MX-0011-R2b-SM-7EWFL","brainSubstanNigra","9.677"
"ENSG00000141736.13","GTEX-18464-0011-R2a-SM-731AL","brainSubstanNigra","3.845"
"ENSG00000141736.13","GTEX-17HG3-0011-R2a-SM-7MGVX","brainSubstanNigra","3.037"
"ENSG00000141736.13","GTEX-17EVP-0011-R2a-SM-7LG4W","brainSubstanNigra","6.31"
"ENSG00000141736.13","GTEX-16Z82-0011-R2b-SM-79OK9","brainSubstanNigra","5.015"
"ENSG00000141736.13","GTEX-15RJE-0011-R2b-SM-79OMP","brainSubstanNigra","11.53"
"ENSG00000141736.13","GTEX-15ER7-0011-R2a-SM-6M46O","brainSubstanNigra","5.795"
"ENSG00000141736.13","GTEX-15EO6-0011-R2a-SM-6M46R","brainSubstanNigra","44.24"
"ENSG00000141736.13","GTEX-15DYW-0011-R2b-SM-7KUKY","brainSubstanNigra","8.115"
"ENSG00000141736.13","GTEX-15DCD-0011-R2b-SM-6LPIE","brainSubstanNigra","8.632"
"ENSG00000141736.13","GTEX-15CHQ-0011-R2b-SM-6AJAD","brainSubstanNigra","13.62"
"ENSG00000141736.13","GTEX-14PN4-0011-R2a-SM-6EU2Y","brainSubstanNigra","10.55"
"ENSG00000141736.13","GTEX-14PJO-0011-R2a-SM-5ZZVF","brainSubstanNigra","12.2"
"ENSG00000141736.13","GTEX-14JG1-0011-R2a-SM-5ZZVE","brainSubstanNigra","8.197"
"ENSG00000141736.13","GTEX-14C5O-0011-R2a-SM-5ZZV2","brainSubstanNigra","9.575"
"ENSG00000141736.13","GTEX-14BIN-0011-R2a-SM-5S2RJ","brainSubstanNigra","6.437"
"ENSG00000141736.13","GTEX-14BIM-0011-R2b-SM-69LQ6","brainSubstanNigra","13.86"
"ENSG00000141736.13","GTEX-14ASI-0011-R2b-SM-5YY9H","brainSubstanNigra","7.441"
"ENSG00000141736.13","GTEX-147GR-0011-R2b-SM-5S2RQ","brainSubstanNigra","5.72"
"ENSG00000141736.13","GTEX-145LS-0011-R2a-SM-5PNZI","brainSubstanNigra","13.29"
"ENSG00000141736.13","GTEX-1445S-0011-R2b-SM-5PNUH","brainSubstanNigra","6.191"
"ENSG00000141736.13","GTEX-13X6K-0011-R2b-SM-5P9K3","brainSubstanNigra","33.22"
"ENSG00000141736.13","GTEX-13X6I-0011-R2b-SM-5PNWQ","brainSubstanNigra","3.105"
"ENSG00000141736.13","GTEX-13SLX-0011-R2b-SM-5S2VP","brainSubstanNigra","5.728"
"ENSG00000141736.13","GTEX-13SLW-0011-R2b-SM-5O9C6","brainSubstanNigra","36.84"
"ENSG00000141736.13","GTEX-13RTJ-0011-R2a-SM-5PNW9","brainSubstanNigra","15.43"
"ENSG00000141736.13","GTEX-13QJC-0011-R2b-SM-5PNUN","brainSubstanNigra","14.73"
"ENSG00000141736.13","GTEX-13PDP-0011-R2b-SM-5O9DH","brainSubstanNigra","1.87"
"ENSG00000141736.13","GTEX-13OW8-0011-R2a-SM-5L3G2","brainSubstanNigra","8.973"
"ENSG00000141736.13","GTEX-13OW6-0011-R2a-SM-5L3HG","brainSubstanNigra","6.22"
"ENSG00000141736.13","GTEX-13OVJ-0011-R2b-SM-5L3GP","brainSubstanNigra","34.27"
"ENSG00000141736.13","GTEX-13O3Q-0011-R2b-SM-5KM3K","brainSubstanNigra","7.666"
"ENSG00000141736.13","GTEX-13O3O-0011-R2b-SM-5P9H1","brainSubstanNigra","7.763"
"ENSG00000141736.13","GTEX-13NYS-0011-R2b-SM-5MR4G","brainSubstanNigra","16.24"
"ENSG00000141736.13","GTEX-13NYB-0011-R2a-SM-5MR3C","brainSubstanNigra","5.485"
"ENSG00000141736.13","GTEX-13N2G-0011-R2a-SM-5MR4Q","brainSubstanNigra","12.09"
"ENSG00000141736.13","GTEX-13G51-0011-R2b-SM-5LZXS","brainSubstanNigra","6.948"
"ENSG00000141736.13","GTEX-13FXS-0011-R2b-SM-5K7XX","brainSubstanNigra","9.267"
"ENSG00000141736.13","GTEX-13CF2-0011-R2a-SM-5L3DC","brainSubstanNigra","8.386"
"ENSG00000141736.13","GTEX-139TS-0011-R2b-SM-5J1MX","brainSubstanNigra","3.125"
"ENSG00000141736.13","GTEX-1399T-0011-R2b-SM-5DUXM","brainSubstanNigra","8.564"
"ENSG00000141736.13","GTEX-132Q8-0011-R2b-SM-5EQ5Z","brainSubstanNigra","21.48"
"ENSG00000141736.13","GTEX-131XH-0011-R2b-SM-5DUVY","brainSubstanNigra","5.652"
"ENSG00000141736.13","GTEX-1313W-0011-R2a-SM-5EGLF","brainSubstanNigra","4.468"
"ENSG00000141736.13","GTEX-12ZZX-0011-R2a-SM-5EGLG","brainSubstanNigra","18.4"
"ENSG00000141736.13","GTEX-12WSH-0011-R2a-SM-5GU68","brainSubstanNigra","4.233"
"ENSG00000141736.13","GTEX-12WSF-0011-R2a-SM-5DUVU","brainSubstanNigra","5.134"
"ENSG00000141736.13","GTEX-12WSD-0011-R2a-SM-5LZWB","brainSubstanNigra","2.579"
"ENSG00000141736.13","GTEX-12WSA-0011-R2a-SM-57WDK","brainSubstanNigra","9.888"
"ENSG00000141736.13","GTEX-11ZTS-0011-R2b-SM-5BC75","brainSubstanNigra","5.334"
"ENSG00000141736.13","GTEX-11WQC-0011-R2a-SM-DO927","brainSubstanNigra","7.208"
"ENSG00000141736.13","GTEX-11UD1-0011-R2b-SM-5BC6O","brainSubstanNigra","17.77"
"ENSG00000141736.13","GTEX-11TUW-0011-R2b-SM-DO92T","brainSubstanNigra","5.397"
"ENSG00000141736.13","GTEX-11PRG-0011-R2a-SM-69LQ5","brainSubstanNigra","4.999"
"ENSG00000141736.13","GTEX-11GSP-0011-R2b-SM-9QEGE","brainSubstanNigra","16.57"
"ENSG00000141736.13","GTEX-11GSO-0011-R2a-SM-57WDF","brainSubstanNigra","6.062"
"ENSG00000141736.13","GTEX-11GS4-0011-R2a-SM-DO942","brainSubstanNigra","12.84"
"ENSG00000141736.13","GTEX-11EMC-0011-R2b-SM-DO114","brainSubstanNigra","1.933"
"ENSG00000141736.13","GTEX-1117F-2826-SM-5GZXL","breastMamTissue","31.02"
